ID_Transaccion;Edad;Numero_items_comprados;Ingreso_mensual;Genero;Gasto_total
TXN4594;35;1;8188;Masculino;8491,905493
TXN4595;21;6;29791;Masculino;13608,16563
TXN4596;21;14;15046;Femenino;4242,712009
TXN4597;22;4;3809;Masculino;9576,317371
TXN4598;46;11;2707;Masculino;10043,81108
TXN4599;53;13;4596;Masculino;7344,036208
TXN4600;33;7;5439;Masculino;3133,908011
TXN4601;30;13;17267;Masculino;6804,281962
TXN4602;25;9;23945;Masculino;8647,362656
TXN4603;53;4;3471;Femenino;3165,15965
TXN4604;32;1;24457;Masculino;4602,654726
TXN4605;37;2;8232;Masculino;4057,726684
TXN4606;28;4;29924;Masculino;8278,764707
TXN4607;20;4;14054;Femenino;4627,310777
TXN4608;21;4;3927;Masculino;8061,672066
TXN4609;33;15;24695;Masculino;10234,47197
TXN4610;58;7;25049;Femenino;9889,717802
TXN4611;60;9;2638;Masculino;2002,34985
TXN4612;23;9;24419;Femenino;6557,866309
TXN4613;23;11;11709;Femenino;4072,512809
TXN4614;59;1;25669;Femenino;4930,641153
TXN4615;60;8;5686;Femenino;2197,442631
TXN4616;21;11;17952;Masculino;12157,86099
TXN4617;50;4;17859;Femenino;3731,077413
TXN4618;39;4;25440;Femenino;4719,979529
TXN4619;23;3;4455;Masculino;3619,350311
TXN4620;24;6;5957;Masculino;2560,261925
TXN4621;44;4;18624;Femenino;3776,800454
TXN4622;51;13;4425;Femenino;2104,86866
TXN4623;44;3;11316;Femenino;8968,621273
TXN4624;40;13;5480;Masculino;2374,772605
TXN4625;44;6;14843;Femenino;4151,506357
TXN4626;46;11;19722;Masculino;8055,677086
TXN4627;24;15;18209;Masculino;6256,383527
TXN4628;55;9;2427;Masculino;2871,115321
TXN4629;60;5;4513;Masculino;5706,061687
TXN4630;45;14;24001;Femenino;5255,407623
TXN4631;28;3;15208;Masculino;8342,062992
TXN4632;26;13;29680;Femenino;5975,193174
TXN4633;25;12;16535;Masculino;6618,20201
TXN4634;43;5;2456;Femenino;3107,538323
TXN4635;41;13;5816;Masculino;2677,025759
TXN4636;27;11;20333;Masculino;10718,59187
TXN4637;43;10;17299;Femenino;8787,455389
TXN4638;44;4;22966;Masculino;7296,573464
TXN4639;40;6;23438;Masculino;4646,772499
TXN4640;41;14;8732;Femenino;2646,017304
TXN4641;54;5;6926;Masculino;8586,122141
TXN4642;27;8;10416;Femenino;10502,64706
TXN4643;27;7;26351;Masculino;5237,944468
TXN4644;54;4;28308;Masculino;5810,167733
TXN4645;24;12;26023;Masculino;5451,761714
TXN4646;57;10;29067;Masculino;5943,537006
TXN4647;32;7;15169;Femenino;11193,73278
TXN4648;55;9;5542;Femenino;8207,078612
TXN4649;27;10;29732;Masculino;12081,14931
TXN4650;34;3;22633;Masculino;4562,202102
TXN4651;20;15;2626;Masculino;2004,557798
TXN4652;39;1;2504;Femenino;4699,046621
TXN4653;20;7;18910;Femenino;4863,233217
TXN4654;20;6;19093;Femenino;3887,310459
TXN4655;44;7;19673;Femenino;7734,029037
TXN4656;25;9;25185;Masculino;12931,25403
TXN4657;39;3;19790;Masculino;5900,855537
TXN4658;58;3;22126;Femenino;9028,830651
TXN4659;60;8;11154;Femenino;6377,765811
TXN4660;23;10;26963;Femenino;6280,834752
TXN4661;44;15;10182;Masculino;7010,863771
TXN4662;44;15;15524;Masculino;3982,202118
TXN4663;33;12;20953;Femenino;8042,330411
TXN4664;52;1;5844;Masculino;7062,359566
TXN4665;60;12;13264;Masculino;4759,422763
TXN4666;38;11;17064;Femenino;10129,35306
TXN4667;51;6;21838;Femenino;4167,734882
TXN4668;53;9;5880;Masculino;10189,04136
TXN4669;33;1;13454;Masculino;3291,336288
TXN4670;54;13;12566;Femenino;8033,540437
TXN4671;23;12;2385;Masculino;9693,592761
TXN4672;47;6;9234;Masculino;2976,74616
TXN4673;60;1;17135;Masculino;4088,036554
TXN4674;44;4;17476;Femenino;7080,201398
TXN4675;42;11;18146;Masculino;4601,078642
TXN4676;27;1;15155;Femenino;3092,097262
TXN4677;49;12;20272;Femenino;4192,87491
TXN4678;60;4;19469;Masculino;4411,437645
TXN4679;35;12;22156;Femenino;6201,666495
TXN4680;54;10;28942;Femenino;9411,726668
TXN4681;33;14;9235;Femenino;2703,307849
TXN4682;50;10;15189;Femenino;3637,279306
TXN4683;25;2;22817;Femenino;8941,813204
TXN4684;24;8;28612;Femenino;5353,124478
TXN4685;26;2;2033;Masculino;2434,391496
TXN4686;55;4;12379;Masculino;4786,440028
TXN4687;53;2;2448;Masculino;2765,034288
TXN4688;57;2;18184;Femenino;3840,992347
TXN4689;42;3;7566;Femenino;3767,421999
TXN4690;40;8;10417;Masculino;3526,494574
TXN4691;56;13;12391;Masculino;4456,558655
TXN4692;48;4;18065;Femenino;3793,002913
TXN4693;42;8;6479;Femenino;5742,046658
TXN4694;56;12;28974;Masculino;5964,012605
TXN4695;39;14;9239;Masculino;3521,922528
TXN4696;23;6;21875;Masculino;5071,877124
TXN4697;48;4;19803;Femenino;3952,260638
TXN4698;49;13;27416;Femenino;13412,52571
TXN4699;57;10;9801;Femenino;3244,215323
TXN4700;45;4;19280;Femenino;11791,87263
TXN4701;32;12;17344;Masculino;5857,849395
TXN4702;31;8;2456;Femenino;4814,832497
TXN4703;33;15;8712;Femenino;2655,152495
TXN4704;29;8;13598;Masculino;3700,439456
TXN4705;42;9;29944;Femenino;8152,411369
TXN4706;43;10;3062;Femenino;3307,727683
TXN4707;29;12;15833;Masculino;7417,435847
TXN4708;52;14;26815;Femenino;11538,29543
TXN4709;27;2;19382;Femenino;3861,289028
TXN4710;46;6;21084;Femenino;10547,84007
TXN4711;54;5;4881;Femenino;4331,100406
TXN4712;32;10;2104;Femenino;3169,9932
TXN4713;42;1;26072;Femenino;9438,154087
TXN4714;33;4;17186;Masculino;10048,61407
TXN4715;53;15;8350;Masculino;10835,58475
TXN4716;27;6;2138;Masculino;2658,123488
TXN4717;31;8;13259;Femenino;3178,52307
TXN4718;35;1;24455;Masculino;4651,52617
TXN4719;29;10;9130;Femenino;2531,717285
TXN4720;29;9;15780;Femenino;3652,074727
TXN4721;39;12;12214;Femenino;4161,612144
TXN4722;47;8;8044;Femenino;3585,578869
TXN4723;46;3;14278;Masculino;5176,217808
TXN4724;53;5;6160;Masculino;2338,158492
TXN4725;57;11;13819;Femenino;5869,467582
TXN4726;20;4;6051;Femenino;1652,48283
TXN4727;41;14;17094;Femenino;6493,621857
TXN4728;42;12;21444;Femenino;12440,73055
TXN4729;58;14;3312;Femenino;2458,932148
TXN4730;31;3;17532;Femenino;5265,707627
TXN4731;37;4;15722;Femenino;9579,338653
TXN4732;52;9;29469;Femenino;6497,464571
TXN4733;56;1;5300;Femenino;5430,665825
TXN4734;50;9;20865;Masculino;4715,804701
TXN4735;54;9;24190;Femenino;12690,06626
TXN4736;54;4;8374;Femenino;2821,474314
TXN4737;44;13;23496;Masculino;8902,593901
TXN4738;26;12;14957;Masculino;6417,487015
TXN4739;39;2;24348;Femenino;10722,07693
TXN4740;46;7;29597;Masculino;13742,58216
TXN4741;32;2;24195;Femenino;10722,26518
TXN4742;30;3;24427;Femenino;5159,20046
TXN4743;27;5;26233;Femenino;5747,607212
TXN4744;31;13;9915;Femenino;2697,46101
TXN4745;22;15;8055;Masculino;7688,934187
TXN4746;24;14;29532;Femenino;6705,376474
TXN4747;44;10;13825;Masculino;3588,831218
TXN4748;21;6;15567;Masculino;4552,831352
TXN4749;32;9;4730;Femenino;2106,001198
TXN4750;36;14;19169;Femenino;5859,061081
TXN4751;54;15;11545;Femenino;6808,875276
TXN4752;43;3;14750;Femenino;11146,4063
TXN4753;57;15;19459;Masculino;5379,625687
TXN4754;48;8;18855;Femenino;7621,223224
TXN4755;34;3;13656;Femenino;5350,377481
TXN4756;24;9;19940;Masculino;4475,455947
TXN4757;27;7;24081;Masculino;8630,119808
TXN4758;49;2;29731;Femenino;5409,94706
TXN4759;44;2;18080;Masculino;11847,68942
TXN4760;41;11;27345;Masculino;5929,314819
TXN4761;46;11;27966;Femenino;5429,532282
TXN4762;45;6;28398;Femenino;5340,159762
TXN4763;48;13;8591;Femenino;5113,403277
TXN4764;27;10;17250;Femenino;11537,04176
TXN4765;47;8;22606;Masculino;4798,491309
TXN4766;37;1;18010;Femenino;4659,499057
TXN4767;52;11;22051;Masculino;6534,092674
TXN4768;39;11;7285;Masculino;4354,581372
TXN4769;52;11;17262;Femenino;8632,356189
TXN4770;49;12;10670;Femenino;10830,02999
TXN4771;59;10;5227;Femenino;2642,266841
TXN4772;53;2;18965;Femenino;10042,09053
TXN4773;27;12;15184;Masculino;5525,682774
TXN4774;23;1;29812;Femenino;5176,660923
TXN4775;45;6;24057;Masculino;5073,627818
TXN4776;56;10;7487;Femenino;2860,378181
TXN4777;35;10;4649;Femenino;9547,257148
TXN4778;28;1;3066;Femenino;1140,090723
TXN4779;28;3;14642;Masculino;3290,852465
TXN4780;47;8;6965;Femenino;5813,194772
TXN4781;23;11;15359;Femenino;4333,106753
TXN4782;56;6;12500;Femenino;4745,099266
TXN4783;48;14;14840;Masculino;5466,226597
TXN4784;41;15;27448;Masculino;6085,985313
TXN4785;38;10;29697;Femenino;6866,889945
TXN4786;35;2;28088;Femenino;9818,337311
TXN4787;42;7;18038;Masculino;3920,561676
TXN4788;54;15;15611;Masculino;12101,92277
TXN4789;59;8;9221;Masculino;5495,378751
TXN4790;51;4;4986;Masculino;2456,639524
TXN4791;50;14;23261;Femenino;5937,884863
TXN4792;59;10;15952;Masculino;4268,861786
TXN4793;21;13;3472;Femenino;2446,784631
TXN4794;40;15;12398;Masculino;6195,909268
TXN4795;51;6;8243;Femenino;2481,771597
TXN4796;32;14;28853;Masculino;6052,090603
TXN4797;58;4;26575;Masculino;8928,722573
TXN4798;43;6;12296;Femenino;6549,441724
TXN4799;49;1;17294;Masculino;8720,290888
TXN4800;51;2;13891;Femenino;6617,897627
TXN4801;50;15;19587;Masculino;4902,456477
TXN4802;33;15;20564;Femenino;6223,419105
TXN4803;43;8;11351;Femenino;3807,087193
TXN4804;41;12;15492;Femenino;11513,26557
TXN4805;43;12;10137;Masculino;11122,01705
TXN4806;32;5;27661;Masculino;8962,95163
TXN4807;60;15;21037;Femenino;12637,69125
TXN4808;29;14;16629;Femenino;8754,676797
TXN4809;25;11;5678;Femenino;2143,803866
TXN4810;41;8;20669;Femenino;6684,839378
TXN4811;58;13;5737;Masculino;4134,499826
TXN4812;28;15;9049;Masculino;5555,026756
TXN4813;49;5;20488;Masculino;4526,774212
TXN4814;20;11;23628;Femenino;7142,246063
TXN4815;29;9;6796;Femenino;4709,53388
TXN4816;48;1;16589;Femenino;11208,34059
TXN4817;57;7;12139;Femenino;7888,391895
TXN4818;29;14;17201;Masculino;4797,725058
TXN4819;53;2;4547;Femenino;2678,764913
TXN4820;27;8;3617;Masculino;9782,00012
TXN4821;28;12;20452;Masculino;4925,016934
TXN4822;20;14;16597;Masculino;11910,15546
TXN4823;28;11;13254;Masculino;4112,741227
TXN4824;24;12;13670;Femenino;3506,690023
TXN4825;60;13;13657;Femenino;11437,79566
TXN4826;38;3;16074;Masculino;4701,521661
TXN4827;33;1;12231;Femenino;10592,53849
TXN4828;57;4;15084;Masculino;6928,910908
TXN4829;41;10;11798;Masculino;5945,394091
TXN4830;20;10;21572;Femenino;6825,373098
TXN4831;59;3;8000;Femenino;2356,213964
TXN4832;57;14;21714;Femenino;4760,357889
TXN4833;51;7;18844;Femenino;5625,546253
TXN4834;20;11;21827;Masculino;8435,78577
TXN4835;47;13;9728;Masculino;11019,4812
TXN4836;57;2;2176;Femenino;2035,183343
TXN4837;32;3;5210;Masculino;2254,356745
TXN4838;44;14;19351;Femenino;4346,820052
TXN4839;54;11;5901;Masculino;2841,909684
TXN4840;25;6;11931;Masculino;4668,02384
TXN4841;49;11;13650;Masculino;4292,412725
TXN4842;24;12;12821;Femenino;5760,261268
TXN4843;50;1;23939;Masculino;7150,107163
TXN4844;51;13;15145;Masculino;8786,216801
TXN4845;40;9;3147;Femenino;2733,09602
TXN4846;27;1;3305;Femenino;1383,810148
TXN4847;43;8;20952;Femenino;6734,064887
TXN4848;21;5;22263;Femenino;4666,283996
TXN4849;52;14;3212;Masculino;7153,19864
TXN4850;22;12;9223;Masculino;5494,965438
TXN4851;43;6;20989;Masculino;12558,703
TXN4852;45;8;21128;Femenino;5925,312185
TXN4853;44;2;15242;Masculino;11267,21327
TXN4854;33;7;24621;Masculino;12844,74361
TXN4855;48;3;18594;Femenino;4228,459013
TXN4856;44;2;21372;Masculino;4940,441515
TXN4857;20;4;29258;Femenino;7015,721115
TXN4858;21;4;7209;Femenino;4365,636972
TXN4859;40;11;8340;Femenino;2594,767921
TXN4860;60;8;27760;Masculino;6165,332127
TXN4861;38;10;8829;Masculino;10573,65189
TXN4862;34;1;7225;Masculino;2302,112412
TXN4863;32;4;11491;Femenino;3296,281551
TXN4864;53;6;17678;Masculino;4111,61794
TXN4865;56;8;10171;Femenino;3307,544579
TXN4866;31;12;11793;Masculino;3853,513918
TXN4867;33;11;7675;Masculino;7536,787862
TXN4868;24;1;5622;Femenino;2133,457901
TXN4869;51;7;24004;Femenino;9651,524586
TXN4870;42;3;9327;Masculino;2814,842533
TXN4871;47;8;24135;Femenino;11204,11127
TXN4872;59;14;20772;Masculino;6052,468794
TXN4873;34;9;4979;Femenino;5392,841497
TXN4874;39;5;22665;Femenino;8035,230167
TXN4875;56;3;15144;Femenino;5670,805817
TXN4876;54;15;17360;Femenino;6578,153426
TXN4877;23;10;26107;Masculino;5317,931022
TXN4878;47;14;25434;Masculino;8034,399536
TXN4879;45;2;16579;Masculino;11726,43401
TXN4880;36;14;8630;Masculino;3875,911046
TXN4881;20;5;16000;Femenino;9412,904522
TXN4882;37;5;4347;Femenino;5188,879188
TXN4883;54;14;5813;Masculino;2586,122822
TXN4884;39;1;23260;Femenino;12141,7451
TXN4885;26;10;18382;Masculino;8896,182841
TXN4886;23;7;18252;Femenino;7204,772928
TXN4887;22;6;18284;Femenino;3611,619474
TXN4888;22;5;3055;Femenino;1989,700503
TXN4889;25;4;29037;Masculino;9094,279177
TXN4890;22;2;12681;Femenino;2737,415632
TXN4891;33;11;16713;Masculino;8878,793747
TXN4892;47;8;2579;Masculino;1966,85287
TXN4893;28;1;26438;Femenino;12634,33093
TXN4894;53;3;3530;Femenino;2603,785068
TXN4895;51;6;26496;Femenino;6765,492585
TXN4896;52;6;3351;Masculino;2826,650856
TXN4897;59;1;4809;Masculino;5588,934437
TXN4898;22;5;7434;Femenino;2549,250269
TXN4899;48;5;23223;Femenino;4690,10607
TXN4900;42;4;16191;Femenino;4444,118209
TXN4901;23;5;24085;Femenino;5065,987389
TXN4902;23;12;4242;Femenino;1806,919476
TXN4903;47;15;10070;Masculino;9403,437667
TXN4904;49;3;27405;Femenino;5614,525873
TXN4905;52;9;28112;Femenino;13378,69282
TXN4906;34;12;17339;Masculino;4027,063721
TXN4907;44;9;8515;Femenino;2486,610499
TXN4908;57;9;8506;Femenino;2778,119865
TXN4909;43;5;25329;Masculino;6805,146281
TXN4910;36;10;22055;Femenino;8007,972909
TXN4911;37;13;14661;Femenino;8393,956925
TXN4912;21;7;11715;Femenino;3882,400509
TXN4913;52;3;3677;Masculino;2069,829367
TXN4914;53;6;22727;Masculino;8482,894147
TXN4915;59;8;2090;Masculino;2344,583455
TXN4916;36;11;29538;Masculino;10800,67246
TXN4917;23;1;7987;Femenino;8140,868824
TXN4918;56;6;19149;Masculino;7770,856744
TXN4919;32;8;9064;Masculino;8911,006069
TXN4920;56;5;4765;Femenino;3013,556151
TXN4921;37;3;24781;Masculino;5168,983371
TXN4922;28;5;24028;Masculino;4744,225828
TXN4923;28;1;14464;Masculino;4325,132841
TXN4924;34;6;14901;Femenino;3221,511687
TXN4925;59;11;14219;Masculino;4655,397443
TXN4926;22;1;26338;Femenino;5768,813169
TXN4927;53;7;2501;Masculino;2003,33177
TXN4928;25;9;13770;Masculino;3670,062481
TXN4929;47;4;27165;Femenino;7805,541172
TXN4930;32;7;17381;Masculino;10083,14
TXN4931;48;12;15522;Masculino;5071,816771
TXN4932;44;2;11887;Masculino;9278,093941
TXN4933;52;11;7068;Femenino;10400,47742
TXN4934;25;8;26614;Femenino;5282,749142
TXN4935;48;10;26743;Femenino;8832,956492
TXN4936;37;9;6244;Femenino;2568,03424
TXN4937;28;6;25427;Masculino;6847,341123
TXN4938;28;1;29075;Masculino;6511,485837
TXN4939;29;11;27567;Femenino;10293,08993
TXN4940;34;4;6637;Femenino;2050,754542
TXN4941;36;3;25626;Masculino;6727,712456
TXN4942;32;14;26035;Femenino;5321,280515
TXN4943;33;5;20984;Femenino;6667,978729
TXN4944;47;5;25285;Femenino;11136,04127
TXN4945;55;6;2264;Masculino;2740,351113
TXN4946;55;3;6853;Masculino;8631,536079
TXN4947;52;6;25592;Masculino;5939,740763
TXN4948;21;1;22304;Femenino;4584,426637
TXN4949;37;12;27991;Femenino;7969,284755
TXN4950;50;7;25365;Masculino;7054,132426
TXN4951;27;12;3169;Femenino;7893,039591
TXN4952;54;5;10369;Femenino;5148,087813
TXN4953;49;12;4428;Femenino;2118,991466
TXN4954;41;5;9541;Femenino;4217,463165
TXN4955;21;3;18744;Femenino;10041,00656
TXN4956;56;4;28919;Femenino;9107,943425
TXN4957;30;14;18431;Masculino;8090,481292
TXN4958;39;5;23816;Masculino;12631,48547
TXN4959;42;2;26737;Femenino;11217,78538
TXN4960;51;10;2315;Masculino;9909,496998
TXN4961;55;9;18542;Femenino;7597,454185
TXN4962;54;11;27858;Femenino;5533,807422
TXN4963;45;12;3343;Masculino;2005,924599
TXN4964;25;15;4264;Femenino;5472,369403
TXN4965;42;12;10317;Masculino;5636,641441
TXN4966;30;1;11921;Femenino;6289,447788
TXN4967;35;13;2387;Femenino;2148,374386
TXN4968;21;12;10765;Femenino;2934,321281
TXN4969;26;5;6926;Masculino;4778,529719
TXN4970;52;5;21294;Femenino;6066,448989
TXN4971;31;11;11926;Masculino;5014,788391
TXN4972;36;15;19997;Femenino;6142,16297
TXN4973;32;2;14779;Femenino;6577,481223
TXN4974;41;4;9317;Femenino;10292,59022
TXN4975;23;6;16878;Femenino;3528,576603
TXN4976;46;14;26097;Femenino;10101,96566
TXN4977;55;1;7920;Masculino;5907,792568
TXN4978;44;3;11073;Masculino;2984,488468
TXN4979;60;2;22235;Femenino;4910,833999
TXN4980;31;4;22897;Masculino;6370,89077
TXN4981;50;1;18372;Masculino;3846,942247
TXN4982;28;14;4836;Masculino;6988,2877
TXN4983;35;4;28548;Femenino;12971,81031
TXN4984;31;6;24023;Femenino;7224,961695
TXN4985;29;1;25760;Masculino;12946,33032
TXN4986;45;1;18738;Masculino;6433,54643
TXN4987;47;13;10757;Masculino;5675,506635
TXN4988;23;7;28800;Femenino;10054,35178
TXN4989;27;10;3945;Femenino;4328,627062
TXN4990;38;6;24862;Femenino;5960,568983
TXN4991;47;7;21006;Masculino;5120,496305
TXN4992;54;1;5900;Femenino;6723,295682
TXN4993;47;8;22601;Masculino;7255,99929
TXN4994;49;3;17442;Masculino;7395,63912
TXN4995;37;13;21110;Femenino;7171,223026
TXN4996;27;12;4514;Femenino;3519,50962
TXN4997;40;14;8619;Femenino;3115,034575
TXN4998;30;7;26037;Femenino;6647,713546
TXN4999;59;13;27730;Femenino;5853,175186
TXN5000;32;13;4585;Masculino;2890,379755
TXN5001;36;10;22654;Femenino;5627,360234
TXN5002;25;11;24652;Femenino;4986,831618
TXN5003;41;5;3403;Femenino;7846,722449
TXN5004;24;12;10063;Femenino;10668,33899
TXN5005;47;11;22541;Femenino;4661,431981
TXN5006;21;12;13238;Femenino;7877,681632
TXN5007;57;1;11165;Masculino;3001,726863
TXN5008;31;1;2546;Femenino;1368,307045
TXN5009;42;13;28313;Femenino;13218,49414
TXN5010;43;2;5630;Masculino;2198,840009
TXN5011;23;14;28375;Masculino;7518,562422
TXN5012;30;6;9515;Femenino;7126,184558
TXN5013;59;5;17896;Femenino;3801,393547
TXN5014;37;4;8558;Masculino;2947,72012
TXN5015;25;7;20444;Femenino;11980,61583
TXN5016;43;14;21770;Femenino;10811,92276
TXN5017;48;15;23664;Femenino;5981,406029
TXN5018;56;2;9084;Femenino;2791,208678
TXN5019;25;8;5054;Femenino;1914,744264
TXN5020;30;13;23713;Femenino;4725,610583
TXN5021;28;11;19924;Femenino;4192,241932
TXN5022;60;6;10350;Femenino;3691,501772
TXN5023;20;10;22055;Masculino;10881,27712
TXN5024;39;1;19455;Femenino;3713,670555
TXN5025;38;11;14456;Femenino;3722,965234
TXN5026;55;12;8257;Femenino;8655,637442
TXN5027;40;4;24803;Femenino;12587,10224
TXN5028;44;5;26361;Femenino;9998,579906
TXN5029;24;13;9528;Femenino;10535,04554
TXN5030;50;5;4974;Femenino;3488,694919
TXN5031;36;15;19164;Masculino;12429,86357
TXN5032;47;10;17802;Masculino;5029,237967
TXN5033;50;1;15717;Masculino;3623,284695
TXN5034;56;8;16689;Masculino;7585,020956
TXN5035;57;8;5149;Femenino;6860,236628
TXN5036;26;3;2559;Femenino;1689,635108
TXN5037;44;6;21855;Masculino;7155,881539
TXN5038;56;9;29135;Femenino;5700,726754
TXN5039;22;13;3187;Masculino;5661,051549
TXN5040;33;6;3426;Masculino;4205,31781
TXN5041;29;3;11103;Masculino;2967,213137
TXN5042;35;11;13930;Masculino;11367,32387
TXN5043;47;4;17607;Masculino;8608,009664
TXN5044;51;8;9637;Femenino;2664,013413
TXN5045;48;8;11773;Masculino;4242,591803
TXN5046;47;13;8924;Masculino;9191,11093
TXN5047;55;1;3441;Masculino;6515,138002
TXN5048;20;10;2232;Femenino;4019,385511
TXN5049;57;9;4084;Femenino;3445,877742
TXN5050;56;15;26559;Femenino;8152,404269
TXN5051;50;15;7949;Femenino;10429,89007
TXN5052;35;13;28082;Femenino;9098,273095
TXN5053;21;14;11823;Femenino;9161,440507
TXN5054;28;13;12017;Masculino;4319,671277
TXN5055;26;10;13902;Masculino;9776,913442
TXN5056;23;3;4252;Femenino;1370,493723
TXN5057;20;9;12097;Femenino;7772,803245
TXN5058;26;9;5854;Femenino;8340,646494
TXN5059;41;12;29999;Masculino;12441,76411
TXN5060;25;1;26023;Femenino;5852,542659
TXN5061;29;14;7582;Femenino;2327,992139
TXN5062;32;6;25033;Femenino;9610,753785
TXN5063;30;5;9286;Femenino;3012,902929
TXN5064;59;7;12676;Masculino;6995,263248
TXN5065;58;15;19693;Femenino;6137,658719
TXN5066;52;4;28737;Masculino;5646,93289
TXN5067;31;2;2516;Femenino;1292,632828
TXN5068;49;6;18942;Masculino;4597,072673
TXN5069;20;1;15775;Femenino;3150,50725
TXN5070;50;5;14191;Femenino;3108,84938
TXN5071;59;12;17052;Femenino;4099,748904
TXN5072;35;3;17432;Femenino;3552,188479
TXN5073;54;15;8536;Masculino;3230,217402
TXN5074;51;11;3495;Femenino;9697,920268
TXN5075;40;6;25800;Masculino;10090,56218
TXN5076;56;15;27337;Masculino;7441,356651
TXN5077;58;6;7591;Femenino;10206,3543
TXN5078;27;12;25370;Masculino;7047,51955
TXN5079;29;9;12736;Masculino;3404,035709
TXN5080;39;13;14937;Masculino;7558,271474
TXN5081;26;4;20449;Femenino;6677,274467
TXN5082;60;6;17313;Femenino;6316,072516
TXN5083;51;2;11555;Masculino;10828,51411
TXN5084;46;10;2397;Masculino;2526,47637
TXN5085;29;5;8249;Femenino;10048,97521
TXN5086;46;7;27153;Femenino;13167,13658
TXN5087;25;1;20045;Femenino;3860,057183
TXN5088;59;11;20219;Femenino;6779,226952
TXN5089;39;9;21645;Masculino;5161,196351
TXN5090;60;2;13165;Femenino;4752,349073
TXN5091;26;13;27118;Masculino;6427,727412
TXN5092;22;13;4567;Femenino;2940,175798
TXN5093;35;5;12714;Masculino;5756,739629
TXN5094;33;4;28191;Masculino;13158,0938
TXN5095;59;2;24924;Femenino;12551,75267
TXN5096;36;9;21862;Femenino;6230,493078
TXN5097;35;1;19825;Femenino;10001,99348
TXN5098;49;1;20828;Femenino;4012,427145
TXN5099;56;10;29428;Masculino;5785,319914
TXN5100;31;9;23754;Masculino;4998,865364
TXN5101;32;8;22142;Masculino;12580,08721
TXN5102;53;2;14233;Femenino;2737,313229
TXN5103;47;8;18289;Femenino;6351,636794
TXN5104;26;8;22133;Femenino;9154,642523
TXN5105;41;15;15432;Masculino;4215,045914
TXN5106;47;7;12681;Masculino;3250,687357
TXN5107;23;4;8979;Masculino;8779,94537
TXN5108;33;1;25363;Femenino;7189,852562
TXN5109;46;1;17692;Femenino;4630,102776
TXN5110;21;5;21597;Femenino;4165,701333
TXN5111;59;14;14185;Masculino;3665,075629
TXN5112;25;7;25162;Masculino;9887,907462
TXN5113;48;1;28302;Femenino;5103,733
TXN5114;47;9;27658;Masculino;7223,612739
TXN5115;53;11;10283;Masculino;9271,859571
TXN5116;40;4;24309;Masculino;4875,332878
TXN5117;52;3;8248;Masculino;3090,31948
TXN5118;36;10;29698;Femenino;8117,85232
TXN5119;32;3;8931;Masculino;6037,223914
TXN5120;21;11;25461;Masculino;5771,063652
TXN5121;53;6;20789;Femenino;7789,784976
TXN5122;35;14;25084;Masculino;5578,26792
TXN5123;57;6;9318;Femenino;2564,025165
TXN5124;44;8;6303;Femenino;8273,499854
TXN5125;49;2;16420;Femenino;8230,766293
TXN5126;42;15;8313;Masculino;2975,153801
TXN5127;39;1;10379;Masculino;2797,511458
TXN5128;26;8;16533;Femenino;6164,405952
TXN5129;53;1;15889;Masculino;8576,385001
TXN5130;59;8;7603;Masculino;9046,877821
TXN5131;59;3;18675;Masculino;7758,40069
TXN5132;23;10;23727;Masculino;6622,773737
TXN5133;56;8;22237;Masculino;11045,70765
TXN5134;46;13;2438;Femenino;4284,80572
TXN5135;52;14;4307;Femenino;1994,172228
TXN5136;23;6;13287;Femenino;4734,358119
TXN5137;30;6;4561;Masculino;6853,67558
TXN5138;44;4;24606;Femenino;12776,68038
TXN5139;60;10;4765;Masculino;10118,2559
TXN5140;56;7;12498;Masculino;4296,184099
TXN5141;36;10;27948;Femenino;10035,11558
TXN5142;38;10;22985;Femenino;10928,03815
TXN5143;34;1;10365;Femenino;4072,307096
TXN5144;56;12;4148;Femenino;2628,386166
TXN5145;54;4;3283;Femenino;3299,088431
TXN5146;57;3;21091;Femenino;12225,5707
TXN5147;42;5;15596;Masculino;5260,183235
TXN5148;58;8;13107;Femenino;6710,546331
TXN5149;58;9;26322;Masculino;5404,73674
TXN5150;37;8;23153;Masculino;5360,656245
TXN5151;45;9;6625;Femenino;7058,704494
TXN5152;25;8;14362;Femenino;4918,584723
TXN5153;33;4;17761;Femenino;11436,79805
TXN5154;48;8;18595;Femenino;7446,870969
TXN5155;49;5;12999;Femenino;9235,497104
TXN5156;48;2;10383;Femenino;4125,605481
TXN5157;39;5;7625;Femenino;10049,80712
TXN5158;30;12;28109;Masculino;7398,540792
TXN5159;50;3;10256;Masculino;8987,151152
TXN5160;42;14;12432;Masculino;7060,023301
TXN5161;56;11;12572;Masculino;3546,348636
TXN5162;39;9;27036;Masculino;5481,180108
TXN5163;34;12;21977;Masculino;5409,671303
TXN5164;24;11;26753;Masculino;5403,327807
TXN5165;21;10;5130;Femenino;8146,460304
TXN5166;46;13;12257;Femenino;5726,005775
TXN5167;51;9;22291;Femenino;4604,413365
TXN5168;48;6;9885;Masculino;3303,907525
TXN5169;44;2;20841;Masculino;5372,702803
TXN5170;31;9;14845;Masculino;11380,0575
TXN5171;34;2;3245;Femenino;3866,939608
TXN5172;20;2;8449;Femenino;3674,667556
TXN5173;35;8;29531;Femenino;6086,798875
TXN5174;50;4;21661;Femenino;5695,332343
